首字母,等级,文件名,歌名,歌手,类型,技能,状态,先后,爆点,bar,box,开头描述,结尾描述,分数,指数
,,Toy War 5k节奏转谱 320.xml,"Toy War 5k节奏转谱","M2U",押爆,爆气,分开,一爆,714,87,8,A - 四轨单点,A - 一轨长条结尾、四轨长条结尾,3876767,113 + 0.1
,,Toy War 5k节奏转谱 320.xml,"Toy War 5k节奏转谱","M2U",押爆,爆气,分开,二爆,854,99,24,A - 五轨单点,A - 一轨长条结尾、五轨长条结尾,3876767,113 + 0.1
,,野蜂飞舞 4k节奏转谱 320.xml,"野蜂飞舞 4k节奏转谱","马克西姆",非押爆,极限,分开,一爆,1160,118,20,A - 一轨长条右滑,A - 三轨长条右滑,4313300,103 - 0.2
,,野蜂飞舞 4k节奏转谱 320.xml,"野蜂飞舞 4k节奏转谱","马克西姆",非押爆,极限,分开,二爆,1310,126,4,A - 四轨长条左滑,A - 一轨单点,4313300,103 - 0.2
,,野蜂飞舞 4k节奏转谱 320.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,极限,分开,一爆,1158,118,16,A - 一轨长条开始,A - 三轨长条右滑,4316588,105 - 0.3
,,野蜂飞舞 4k节奏转谱 320.xml,"野蜂飞舞 4k节奏转谱","马克西姆",押爆,极限,分开,二爆,1310,126,4,A - 四轨长条左滑,A - 三轨单点,4316588,105 - 0.3
,,雪愿 4k节奏转谱 280_odd.xml,"雪愿 4k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,901,83,0,A - 二一轨滑条、四轨长条开始,A - 四轨长条左滑,3336094,96 + 0.0
,,雪愿 4k节奏转谱 280_odd.xml,"雪愿 4k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,1641,147,0,A - 二轨长条开始、三轨长条开始,A - 一轨长条中间、四轨长条中间,3336094,96 + 0.0
,,雪愿 4k节奏转谱 280_odd.xml,"雪愿 4k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,901,83,0,A - 二一轨滑条、四轨长条开始,A - 二轨单点,3347762,98 + 0.2
,,雪愿 4k节奏转谱 280_odd.xml,"雪愿 4k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,1641,147,0,A - 二轨长条开始、三轨长条开始,A - 一轨长条中间、四轨长条中间,3347762,98 + 0.2
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 二轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,705,72,28,A - 四轨单点,A - 二轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 二轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,706,73,0,A - 一轨单点,A - 三轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 二轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,707,73,4,A - 四轨单点,A - 一轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 二轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,708,73,8,A - 二轨单点,A - 四轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 二轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,709,73,12,A - 三轨单点,A - 二轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 二轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,710,73,16,A - 一轨单点,A - 三轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 二轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,711,73,20,A - 四轨单点,A - 一轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 二轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,712,73,24,A - 二轨单点,A - 四轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 二轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,713,73,28,A - 三轨单点,A - 二轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 二轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",非押爆,爆气,分开,二爆,714,74,0,A - 一轨单点,A - 三轨单点,2496514,82 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 四轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,706,73,0,A - 一轨单点,A - 一轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 四轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,707,73,4,A - 四轨单点,A - 四轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 四轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,708,73,8,A - 二轨单点,A - 二轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 四轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,709,73,12,A - 三轨单点,A - 三轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 四轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,710,73,16,A - 一轨单点,A - 一轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 四轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,711,73,20,A - 四轨单点,A - 四轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 四轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,712,73,24,A - 二轨单点,A - 二轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 四轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,713,73,28,A - 三轨单点,A - 三轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 四轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,714,74,0,A - 一轨单点,A - 一轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,一爆,651,67,28,A - 二轨长条开始、四轨单点,A - 四轨单点,2507122,84 + 0.1
,,雪愿2 4k节奏转谱 260_odd.xml,"雪愿2 4k节奏转谱","Wolf.R",押爆,爆气,分开,二爆,715,74,4,A - 四轨单点,A - 四轨单点,2507122,84 + 0.1
,,君往何处 4k节奏转谱 320_odd.xml,"君往何处 4k节奏转谱","M2U",非押爆,极限,分开,一爆,585,80,8,A - 三轨单点,A - 四轨长条中间,4346974,113 + 0.1
,,君往何处 4k节奏转谱 320_odd.xml,"君往何处 4k节奏转谱","M2U",非押爆,极限,分开,二爆,1464,152,20,A - 四轨长条左滑,A - 一轨长条右滑、四轨长条左滑,4346974,113 + 0.1
,,君往何处 4k节奏转谱 320_odd.xml,"君往何处 4k节奏转谱","M2U",非押爆,极限,分开,一爆,1464,152,20,A - 四轨长条左滑,A - 一轨长条右滑、四轨长条左滑,4346974,113 + 0.1
,,君往何处 4k节奏转谱 320_odd.xml,"君往何处 4k节奏转谱","M2U",非押爆,极限,分开,二爆,1603,160,8,A - 三轨单点,A - 三轨长条中间,4346974,113 + 0.1
,,君往何处 4k节奏转谱 320_odd.xml,"君往何处 4k节奏转谱","M2U",押爆,爆气,分开,一爆,586,80,16,A - 一轨单点、四轨长条开始,A - 二一轨滑键、四轨单点,4359318,117 - 0.4
,,君往何处 4k节奏转谱 320_odd.xml,"君往何处 4k节奏转谱","M2U",押爆,爆气,分开,二爆,1461,152,16,A - 一轨单点、四轨长条开始,A - 一轨长条右滑、四轨长条左滑,4359318,117 - 0.4
,,君往何处 4k节奏转谱 320_odd.xml,"君往何处 4k节奏转谱","M2U",押爆,爆气,分开,一爆,1309,144,16,A - 二轨单点、四轨长条开始,A - 二一轨滑键、四轨单点,4359318,117 - 0.4
,,君往何处 4k节奏转谱 320_odd.xml,"君往何处 4k节奏转谱","M2U",押爆,爆气,分开,二爆,1461,152,16,A - 一轨单点、四轨长条开始,A - 一轨长条右滑、四轨长条左滑,4359318,117 - 0.4
,,君往何处 4k节奏转谱 320_odd.xml,"君往何处 4k节奏转谱","M2U",押爆,爆气,分开,一爆,1461,152,16,A - 一轨单点、四轨长条开始,A - 一轨长条右滑、四轨长条左滑,4359318,117 - 0.4
,,君往何处 4k节奏转谱 320_odd.xml,"君往何处 4k节奏转谱","M2U",押爆,爆气,分开,二爆,1604,160,16,A - 一轨单点、四轨长条开始,A - 二一轨滑键、四轨单点,4359318,117 - 0.4
,,大家好 5k节奏转谱 340_odd.xml,"大家好 5k节奏转谱","Memme",非押爆,极限,分开,一爆,443,49,20,A - 三轨长条左滑,A - 五轨单点,4310994,98 - 0.4
,,大家好 5k节奏转谱 340_odd.xml,"大家好 5k节奏转谱","Memme",非押爆,极限,分开,二爆,1233,128,28,A - 一轨长条中间、四轨长条开始,A - 一轨单点、三轨长条右滑,4310994,98 - 0.4
,,大家好 5k节奏转谱 340_odd.xml,"大家好 5k节奏转谱","Memme",押爆,极限,分开,一爆,436,48,24,A - 一轨单点、三轨单点,A - 二一轨滑键、四轨单点,4315839,100 + 0.4
,,大家好 5k节奏转谱 340_odd.xml,"大家好 5k节奏转谱","Memme",押爆,极限,分开,二爆,1231,128,24,A - 一轨长条开始,A - 一轨单点、三轨长条右滑,4315839,100 + 0.4
,,大家好 5k节奏转谱 340_odd.xml,"大家好 5k节奏转谱","Memme",押爆,极限,分开,一爆,439,49,8,A - 一轨单点、五轨单点,A - 一二轨滑键、五轨单点,4315839,100 + 0.4
,,大家好 5k节奏转谱 340_odd.xml,"大家好 5k节奏转谱","Memme",押爆,极限,分开,二爆,1231,128,24,A - 一轨长条开始,A - 一轨单点、三轨长条右滑,4315839,100 + 0.4
,,桃源郷的外星人 5k节奏转谱 340_odd.xml,"桃源郷的外星人 5k节奏转谱","serial TV drama",非押爆,极限,分开,一爆,459,34,10,A - 二轨单点、四轨长条开始,A - 一轨长条中间,4526239,110 + 0.2
,,桃源郷的外星人 5k节奏转谱 340_odd.xml,"桃源郷的外星人 5k节奏转谱","serial TV drama",非押爆,极限,分开,二爆,2014,111,20,A - 二轨长条中间、四轨长条中间,A - 一轨长条右滑、三轨长条右滑,4526239,110 + 0.2
,,桃源郷的外星人 5k节奏转谱 340_odd.xml,"桃源郷的外星人 5k节奏转谱","serial TV drama",押爆,极限,分开,一爆,463,34,16,A - 四轨长条右滑,A - 一轨长条右滑、四五轨滑键,4531603,113 + 0.3
,,桃源郷的外星人 5k节奏转谱 340_odd.xml,"桃源郷的外星人 5k节奏转谱","serial TV drama",押爆,极限,分开,二爆,2010,111,16,A - 二轨长条开始、四轨长条开始,A - 一轨长条右滑、三轨长条右滑,4531603,113 + 0.3
,,魔理沙胡了个不得了的役满 5k节奏转谱 340_odd.xml,"魔理沙胡了个不得了的役满 5k节奏转谱","IOSYS",非押爆,爆气,分开,一爆,2183,181,0,A - 一二轨滑条、五轨单点,A - 三轨单点,12295883,551 + 0.4
,,魔理沙胡了个不得了的役满 5k节奏转谱 340_odd.xml,"魔理沙胡了个不得了的役满 5k节奏转谱","IOSYS",非押爆,爆气,分开,二爆,3892,296,4,A - 一轨单点、三轨单点、五轨单点,A - 一轨长条开始、五四轨滑键,12295883,551 + 0.4
,,魔理沙胡了个不得了的役满 5k节奏转谱 340_odd.xml,"魔理沙胡了个不得了的役满 5k节奏转谱","IOSYS",押爆,爆气,分开,一爆,2175,180,16,A - 三轨单点、五四轨滑条,A - 二轨单点、四五轨滑条,12311795,554 + 0.4
,,魔理沙胡了个不得了的役满 5k节奏转谱 340_odd.xml,"魔理沙胡了个不得了的役满 5k节奏转谱","IOSYS",押爆,爆气,分开,二爆,3890,296,0,A - 二轨单点、四轨单点,A - 一轨长条开始、五四轨滑键,12311795,554 + 0.4
,,魔理沙胡了个不得了的役满 5k节奏转谱 340_odd.xml,"魔理沙胡了个不得了的役满 5k节奏转谱","IOSYS",押爆,爆气,分开,一爆,2180,180,24,A - 二轨单点、四轨长条右滑,A - 二轨单点、五轨长条左滑,12311795,554 + 0.4
,,魔理沙胡了个不得了的役满 5k节奏转谱 340_odd.xml,"魔理沙胡了个不得了的役满 5k节奏转谱","IOSYS",押爆,爆气,分开,二爆,3890,296,0,A - 二轨单点、四轨单点,A - 一轨长条开始、五四轨滑键,12311795,554 + 0.4
,,魔理沙胡了个不得了的役满 5k节奏转谱 340_odd.xml,"魔理沙胡了个不得了的役满 5k节奏转谱","IOSYS",押爆,爆气,分开,一爆,2183,181,0,A - 一二轨滑条、五轨单点,A - 二一轨滑条,12311795,554 + 0.4
,,魔理沙胡了个不得了的役满 5k节奏转谱 340_odd.xml,"魔理沙胡了个不得了的役满 5k节奏转谱","IOSYS",押爆,爆气,分开,二爆,3890,296,0,A - 二轨单点、四轨单点,A - 一轨长条开始、五四轨滑键,12311795,554 + 0.4
,,魔理沙胡了个不得了的役满 5k节奏转谱 340_odd.xml,"魔理沙胡了个不得了的役满 5k节奏转谱","IOSYS",押爆,爆气,分开,一爆,2189,181,8,A - 一轨长条右滑、四轨单点,A - 一轨长条右滑、四轨单点,12311795,554 + 0.4
,,魔理沙胡了个不得了的役满 5k节奏转谱 340_odd.xml,"魔理沙胡了个不得了的役满 5k节奏转谱","IOSYS",押爆,爆气,分开,二爆,3890,296,0,A - 二轨单点、四轨单点,A - 一轨长条开始、五四轨滑键,12311795,554 + 0.4
,,Through The Fire And Flames 4k节奏转谱 200_odd.xml,"Through The Fire And Flames 4k节奏转谱","Dragonforce",非押爆,极限,分开,一爆,5215,250,0,A - 二轨单点、四轨长条开始,A - 一轨单点,16885752,256 + 0.2
,,Through The Fire And Flames 4k节奏转谱 200_odd.xml,"Through The Fire And Flames 4k节奏转谱","Dragonforce",非押爆,极限,分开,二爆,6875,313,12,A - 一轨单点、二轨单点、四三轨滑键,A - 一轨单点、二轨单点,16885752,256 + 0.2
,,Through The Fire And Flames 4k节奏转谱 200_odd.xml,"Through The Fire And Flames 4k节奏转谱","Dragonforce",押爆,极限,分开,一爆,5215,250,0,A - 二轨单点、四轨长条开始,A - 四轨长条开始,16891464,260 - 0.5
,,Through The Fire And Flames 4k节奏转谱 200_odd.xml,"Through The Fire And Flames 4k节奏转谱","Dragonforce",押爆,极限,分开,二爆,6875,313,12,A - 一轨单点、二轨单点、四三轨滑键,A - 二轨单点、三轨单点,16891464,260 - 0.5
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,一爆,148,20,16,A - 五轨长条开始,A - 三轨长条左滑,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,二爆,710,72,16,A - 五轨长条开始,A - 三轨长条左滑,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,一爆,148,20,16,A - 五轨长条开始,A - 三轨长条左滑,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,二爆,720,73,0,A - 一轨单点,A - 三轨长条右滑,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,一爆,148,20,16,A - 五轨长条开始,A - 三轨长条左滑,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,二爆,721,73,4,A - 三轨单点,A - 一轨单点,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,一爆,148,20,16,A - 五轨长条开始,A - 三轨长条左滑,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,二爆,722,73,8,A - 二轨单点,A - 三轨单点,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,一爆,148,20,16,A - 五轨长条开始,A - 三轨长条左滑,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,二爆,723,73,12,A - 四轨单点,A - 二轨单点,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,一爆,148,20,16,A - 五轨长条开始,A - 三轨长条左滑,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,二爆,724,73,16,A - 三轨单点,A - 四轨单点,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,一爆,148,20,16,A - 五轨长条开始,A - 三轨长条左滑,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,二爆,725,73,20,A - 五轨单点,A - 三轨单点,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,一爆,148,20,16,A - 五轨长条开始,A - 三轨长条左滑,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,二爆,726,73,24,A - 二轨单点,A - 五轨单点,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,一爆,148,20,16,A - 五轨长条开始,A - 三轨长条左滑,4275955,91 + 0.0
,,野蜂飞舞 5k节奏转谱 320.xml,"野蜂飞舞 5k节奏转谱","马克西姆",非押爆,极限,分开,二爆,727,73,28,A - 四轨单点,A - 二轨单点,4275955,91 + 0.0
